GISJOIN,link
G21055884,"['http://www.newportky.gov/Blogs/News/Archives/2017/01/Newport-Becomes-First-Smart-City-in-the-Midwest.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2016/10/Newport-Featured-on-Cincinnati-Edition-10516.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2022/09/Arts-and-Music-Festival-Call-to-Artists.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2022/09/City-Offices-Closed-in-Observance-of-Labor-Day.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2019/03/Call-to-Artists-Taste-of-Newport.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2019/02/Boil-Advisory-LIFTED-2819.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2016/10/Newport-Now-Newsletter-for-Fall-2016.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2021/07/BOC-Regular-Mtg-Agenda-7-19-21.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2021/04/Board-of-Commissioners-Regular-Meeting-Agenda-4-19-21.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2022/09/Notice-of-Public-Hearing-Tax-Rate.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2016/08/Flood-Damage-Reports.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2014/03/Get-Traffic-Updates-Via-Text-or-Email.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2021/02/Public-Notice-CDBG-Grant-Utility-Relief.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2016/01/Winter-Weather-Garbage-Collection-Adjustment.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2015/11/Bond-Issuance-Means-Savings-and-Improvement.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2014/09/Prescription-Assistance-Cards-Available.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2021/10/House-History-Resource.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2020/10/Say-No-to-Out-of-State-Vehicle-Registration.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2019/03/Apply-Now-for-Census-Jobs.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2015/03/Spring-Clean-Storm-Drains.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2014/02/Crime-Tip-Line.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2020/03/April-is-Fair-Housing-Month.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2015/02/Road-Closure-Part-of-Riverboat-Row.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2020/02/2019-Annual-Report.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2019/03/Swim-Lessons-and-More.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2018/07/Portion-of-Pedestrian-Floodwall-Trail-Riverboat-Row-to-Close-During-Stormwater-Line-Installation.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2018/08/Campbell-County-Clean-Up-Oct-19-and-20.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2015/03/Newport-Street-Improvements-for-2015.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2022/06/Memorial-Parkway-Storm-Water-Extension-Request-for-Bids.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2021/06/Notice-of-Public-Hearing-Municipal-Road-Aid.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2017/10/Newport-Now-Newsletter-Autumn-2017-Issue.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2017/02/Give-Input-on-New-Red-Bike-Station-Locations.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2020/04/Monmouth-Street-Paver-Replacement.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2016/09/Newport-Rolls-Out-New-Branding-Logo.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2013/11/Tired-of-Tires-Rolling-Down-Your-Alley.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2017/05/Newport-FireEMS-Flow-Tests-Hydrants-in-May.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2019/10/Tree-Damaged-Sidewalk-Inventory.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2020/03/Notice-Newport-City-Building-Closed.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2018/08/Environmental-Assessment-for-Bernadette-Watkins-Park.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2015/08/After-Banner-Year-Newport-Continues-on-Path-for-More-Jobs-Investment-and-Business-Growth.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2020/11/COVID-19-Financial-Assistance-Program.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2021/04/Lifeguard-Application.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2020/06/Citywide-Curfew-Lifted-9-pm-Juvenile-Curfew-Remains.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2016/08/NEWPORT-LAUNCHING-BRANDING-IDENTITY-CAMPAIGN-FEATURING-NEW-LOGO.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2022/04/Road-Closure-4th-and-Central.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2016/02/State-of-the-City.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2017/06/Newport-Professional-Firefighters-Local-45-IAFF-Scholarship-Awards.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2020/07/Citizen-Police-Academy-Fall-2020.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2018/03/Notice-of-Surplus-Auction.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2022/08/Announcement-of-Animal-Control-Officer.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2019/06/Tree-Ordinance-SummaryHighlights.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2020/03/Statement-Related-to-River-Metals-Recycling.aspx', 'http://www.newportky.gov/City-Government/Interview%20Summary%20Jan-Feb%20Newport%20Comp%20Plan%20Combined%20030420.pdf', 'http://www.newportky.gov/Blogs/News/Archives/2013/11/Leaf-Pickup.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2018/08/KYTC-Roundabout-Tips.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2016/08/New-Riff-Distilling-Whiskey-Campus-Coming-to-Newport.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2019/09/Leaf-Collection-2019.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2017/06/Trash-and-Recycling-Changes-July-1-2017.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2020/10/Halloween-2020.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2021/10/Riverfront-Park-Improvement-Planning-Underway.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2020/04/Temporary-Relocation-Syringe-Exchange.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2020/08/Public-Hearing-on-Proposed-Property-Tax-Rate.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2019/10/Extended-Hours-for-Property-Tax-Payment.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2020/01/Tree-Pruning-by-Duke-Energy.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2018/08/Online-Auction-of-Surplus-Vehicles-and-Equipment.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2017/10/Tax-Rates.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2020/02/Combined-Notice-Buena-Vista-AdditionAnn-Street.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2020/06/Property-Assessments.aspx', 'http://www.newportky.gov/Blogs/News/Archives/2022/09/September-News-Letter.aspx']"
G22005000,"['https://www.brla.gov/1347/Smart-City-Committee', 'https://www.brla.gov/agendacenter', 'https://www.brla.gov/1326/Transparency', 'https://www.brla.gov/1345/Waze-Connected-Citizens-Program', 'https://www.brla.gov/Calendar.aspx?EID=2001', 'https://www.brla.gov/1505/Open-Neighborhood-BR', 'https://www.brla.gov/1327/Open-Data-BR', 'https://www.brla.gov/calendar.aspx?view=list&year=2022&month=9&day=26&CID=95', 'https://www.brla.gov/calendar.aspx?view=list&year=2022&month=9&day=28&CID=62,88,25,63,61,64,80,78,68,27,83,93,67,77,84,14,71,65,79,30,81,85,82,94,89,86', 'https://www.brla.gov/1328/Maps-and-Location-Based-Data', 'https://www.brla.gov/AgendaCenter/Mosquito-Abatement-Rodent-Control-Board-26/?', 'https://www.brla.gov/AgendaCenter/PreviousVersions/_01262022-1211', 'https://www.brla.gov/AgendaCenter/PreviousVersions/_02162022-1262', 'https://www.brla.gov/AgendaCenter/PreviousVersions/_03102022-1291', 'https://www.brla.gov/AgendaCenter/PreviousVersions/_01182022-1185', 'https://www.brla.gov/AgendaCenter/PreviousVersions/_08172022-1389', 'https://www.brla.gov/AgendaCenter/PreviousVersions/_05132020-776', 'https://www.brla.gov/AgendaCenter/PreviousVersions/_02172022-1263', 'https://www.brla.gov/AgendaCenter/PreviousVersions/_02092022-1219', 'https://www.brla.gov/AgendaCenter/PreviousVersions/_04212022-1308']"
G22040735,['https://www.lafayettela.gov/docs/default-source/annual-report-documents/2017-annual-report.pdf?sfvrsn=a93d5d36_2']
G22051410,"['https://monroela.us/monroe-smart-city', 'https://monroela.us/monroe-water-system-implements-smart-water-flushing-system', 'https://monroela.us/government/departments-divisions/transit/going-green', 'https://monroela.us/sites/default/files/FY%202020-2021%20Annual%20Operating%20Budget.pdf']"
G22055000,"['https://www.nola.gov/mayor/news/april-2021/city-announces-publication-of-the-advanced-broadband-and-smart-city-rfp/', 'https://nola.gov/mayor/news/april-2022/mayor-cantrell,-magic%E2%80%9D-johnson,-and-james-jim-reynolds%E2%80%AFof-jlc-infrastructure%E2%80%AF-announce-smart-city/', 'https://www.nola.gov/performance-and-accountability/featured-media/', 'https://council.nola.gov/committees/utility-cable-telecommunications-and-technology/dockets/smart-cities-initiative-and-grid-modernization/', 'https://nola.gov/purchasing/rfp-rfq-composite-scoring-sheets/2021-q3/1193/', 'https://www.nola.gov/iti/digital-equity/fiber-network/', 'https://www.nola.gov/purchasing/rfp-rfq-composite-scoring-sheets/', 'https://roadwork.nola.gov/roadwork/media/Documents/SWB%20Task%20Force/ForwardTogetherTransitionPlan.pdf', 'https://council.nola.gov/news/october-2018/']"
G22070000,"['https://www.shreveportla.gov/DocumentCenter/View/14813/CTO', 'https://www.shreveportla.gov/DocumentCenter/View/19586/Proposed-2022-Annual-Operating-Budget']"
G23002795,"['https://www.bangormaine.gov/filestorage/422/424/1261/20302/City-Wide_Broadband_Project_-_RFP.pdf', 'http://www.bangormaine.gov/filestorage/1538/1540/1542/1560/11361/9.25_City_Council_Agenda.pdf']"
G23023200,['https://www.ellsworthmaine.gov/wp-content/uploads/2022/09/City-of-Ellsworth-Broadband-Roadmap-Final-Draft-August-2022.pdf']
G23065725,['https://www.sanfordmaine.org/vertical/sites/%7B9A3D3C8D-76EE-4CC5-B86E-C19FDBF5E473%7D/uploads/TEN_Proposal.pdf']
G23071990,"['https://www.southportland.org/files/6514/7586/7561/Siemens.pdf', 'https://www.southportland.org/index.php/download_file/view/19649/255/']"
G24000125,"['https://www.aberdeenmd.gov/home/news/aberdeen-partners-with-bge-to-become-first-smart-city', 'https://www.aberdeenmd.gov/node/111/news?page=1']"
G24001600,"['https://www.annapolis.gov/1771/Connected-Communities', 'https://www.annapolis.gov/CivicAlerts.aspx?aid=1464', 'https://www.annapolis.gov/CivicAlerts.aspx?AID=674', 'https://www.annapolis.gov/CivicAlerts.aspx?AID=1507', 'https://www.annapolis.gov/CivicAlerts.aspx?AID=1505', 'https://www.annapolis.gov/CivicAlerts.aspx?AID=675', 'https://www.annapolis.gov/CivicAlerts.aspx?AID=1231', 'https://www.annapolis.gov/CivicAlerts.aspx?AID=911', 'https://www.annapolis.gov/CivicAlerts.aspx?AID=965', 'https://www.annapolis.gov/CivicAlerts.aspx?AID=1178', 'https://www.annapolis.gov/CivicAlerts.aspx?AID=1064', 'https://www.annapolis.gov/CivicAlerts.aspx?AID=1312', 'https://www.annapolis.gov/CivicAlerts.aspx?AID=1192', 'https://www.annapolis.gov/CivicAlerts.aspx?AID=885', 'https://www.annapolis.gov/CivicAlerts.aspx?AID=1289', 'https://www.annapolis.gov/CivicAlerts.aspx?AID=866', 'https://www.annapolis.gov/civicalerts.aspx?ARC=L&What=2&CC=2&ItemID=1118&From=AID%3D1118', 'https://www.annapolis.gov/CivicAlerts.aspx?AID=1081']"
G24008775,"['https://www.cityofbowie.org/DocumentCenter/View/10986/Agenda-Feb-2021', 'https://www.cityofbowie.org/DocumentCenter/View/11077/Agenda-March-2021', 'https://www.cityofbowie.org/AgendaCenter/ViewFile/Item/4408?fileID=14520']"
G24016787,['https://www.chevychasevillagemd.gov/DocumentCenter/View/3643/RTS-Proposal-Response']
G24018750,['https://www.collegeparkmd.gov/DocumentCenter/View/1742']
G24024475,"['https://eastonmd.gov/171/Economic-Development', 'https://eastonmd.gov/DocumentCenter/View/555']"
G24070850,"['https://www.seatpleasantmd.gov/242/Smart-City', 'https://www.seatpleasantmd.gov/35/Business', 'https://www.seatpleasantmd.gov/Archive.aspx?ADID=144', 'https://www.seatpleasantmd.gov/DocumentCenter/View/681/Information-and-Communication-Technology-Strategic-Plan-PDF', 'https://www.seatpleasantmd.gov/101/Departments', 'https://www.seatpleasantmd.gov/189/Environmental-Justice', 'https://www.seatpleasantmd.gov/203/Human-Resources', 'https://www.seatpleasantmd.gov/', 'https://www.seatpleasantmd.gov/DocumentCenter/View/581/Request-for-Qualifications-Cover-Letter-PDF', 'https://www.seatpleasantmd.gov/235/Maps', 'https://seatpleasantmd.gov/Archive.aspx?ADID=176', 'https://www.seatpleasantmd.gov/31/Community', 'https://www.seatpleasantmd.gov/Archive.aspx?ADID=182', 'https://www.seatpleasantmd.gov/Archive.aspx?ADID=121', 'https://www.seatpleasantmd.gov/234/COVID-19', 'https://seatpleasantmd.gov/1/Home', 'https://www.seatpleasantmd.gov/199/Finance', 'https://www.seatpleasantmd.gov/163/Hon-Hope-Love---Ward-2', 'https://www.seatpleasantmd.gov/198/Environmental-Justice-Department-Magazin', 'https://www.seatpleasantmd.gov/254/Plans', 'https://www.seatpleasantmd.gov/287/Seat-Pleasant---American-Rescue-Plan-Act', 'https://www.seatpleasantmd.gov/164/Hon-Kizzie-Scott---Ward-3', 'https://www.seatpleasantmd.gov/Archive.aspx?ADID=153', 'https://www.seatpleasantmd.gov/158/City-Clerk', 'https://www.seatpleasantmd.gov/221/Public-Engagement', 'https://www.seatpleasantmd.gov/twitter', 'https://www.seatpleasantmd.gov/facebook', 'https://www.seatpleasantmd.gov/177/Economic-Development', 'https://www.seatpleasantmd.gov/sitemap', 'https://www.seatpleasantmd.gov/245/Visitors', 'https://www.seatpleasantmd.gov/241/History', 'https://www.seatpleasantmd.gov/174/Ordinances', 'https://www.seatpleasantmd.gov/Archive.aspx?ADID=156', 'https://www.seatpleasantmd.gov/240/Demographics-Diversity', 'https://seatpleasantmd.gov/DocumentCenter/View/1014/RFQ-2022-601--420-69th-Pl--FINAL', 'https://seatpleasantmd.gov/instagram', 'https://www.seatpleasantmd.gov/privacy', 'https://www.seatpleasantmd.gov/myaccount', 'https://www.seatpleasantmd.gov/copyright', 'https://www.seatpleasantmd.gov/directory.aspx?did=6', 'https://www.seatpleasantmd.gov/Facilities/Facility/Details/Seat-Pleasant-Activity-Center-6', 'https://www.seatpleasantmd.gov/Calendar.aspx?EID=661', 'https://www.seatpleasantmd.gov/QuickLinks.aspx?CID=16', 'https://www.seatpleasantmd.gov/190/My-Seat-Pleasant-App', 'https://www.seatpleasantmd.gov/207/Neighborhood-Commercial-Compliance-Inspe', 'https://www.seatpleasantmd.gov/DocumentCenter/', 'https://www.seatpleasantmd.gov/calendar.aspx?view=list&year=2022&month=9&day=10', 'https://www.seatpleasantmd.gov/227/Parks', 'https://www.seatpleasantmd.gov/255/City-Master-Plan', 'https://www.seatpleasantmd.gov/216/Policies-Procedures', 'https://www.seatpleasantmd.gov/161/Hon-Shireka-McCarthy---At-Large', 'https://www.seatpleasantmd.gov/197/Yard-Waste', 'https://www.seatpleasantmd.gov/170/City-Codes', 'https://www.seatpleasantmd.gov/193/Bulk-Trash', 'https://www.seatpleasantmd.gov/160/Hon-Kelly-Porter---At-Large', 'https://www.seatpleasantmd.gov/218/Police-Employment-Opportunities', 'https://www.seatpleasantmd.gov/230/City-Manager', 'https://www.seatpleasantmd.gov/166/Hon-Gloria-L-Sistrunk---Ward-5', 'https://www.seatpleasantmd.gov/194/Recycling', 'https://www.seatpleasantmd.gov/27/Government', 'https://www.seatpleasantmd.gov/195/Solid-Waste', 'https://www.seatpleasantmd.gov/249/Licenses-Permits-Registration', 'https://www.seatpleasantmd.gov/211/Police-Department', 'https://www.seatpleasantmd.gov/directory.aspx?eid=8', 'https://www.seatpleasantmd.gov/facilities/facility/details/Goodwin-Park-1', 'https://www.seatpleasantmd.gov/162/Hon-Monica-Higgs---Ward-1', 'https://www.seatpleasantmd.gov/262/City-Council', 'https://seatpleasantmd.gov/153/Accessibility', 'https://www.seatpleasantmd.gov/Archive.aspx?ADID=175', 'https://www.seatpleasantmd.gov/223/Monthly-Newsletters', 'https://www.seatpleasantmd.gov/176/Voting', 'https://www.seatpleasantmd.gov/210/Permits-Licenses-Forms', 'https://www.seatpleasantmd.gov/201/Taxes-in-Seat-Pleasant', 'https://www.seatpleasantmd.gov/jobs.aspx', 'https://www.seatpleasantmd.gov/214/PAL-Program', 'https://www.seatpleasantmd.gov/215/Police-Resources']"
G24076650,['https://takomaparkmd.gov/city-blog/sustainability-and-takoma-parks-streetlights/']
G25007000,"['https://www.boston.gov/departments/new-urban-mechanics/smart-city-playbook', 'https://www.boston.gov/innovation-and-technology/smart-streets', 'https://www.boston.gov/sites/default/files/imce-uploads/2017-04/smartcityrfiupdated4.24.17.pdf', 'https://www.boston.gov/departments/womens-advancement/aauw-work-smart-boston', 'https://www.boston.gov/departments/new-urban-mechanics/beta-blocks', 'https://www.boston.gov/sites/default/files/file/2021/07/Job%20Description_%20MONUM%20Technologist%20for%20the%20Public%20Realm%202021_vf_0.pdf', 'https://www.boston.gov/sites/default/files/file/2021/10/betablocks_final%20%281%29_0.pdf', 'https://www.boston.gov/sites/default/files/embed/file/2018-06/imagine20boston202030_pages2.pdf', 'https://www.boston.gov/sites/default/files/document-file-06-2018/ib2030_book_spreads-technology.pdf', 'https://www.boston.gov/departments/new-urban-mechanics/digital-trust', 'https://www.boston.gov/departments/new-urban-mechanics/autonomous-vehicles-bostons-approach', 'https://www.boston.gov/sites/default/files/file/2022/04/V3%2014-%2023%20A%20Information-and-Technology-Cabinet%20.pdf', 'https://www.boston.gov/news/mayor-walsh-adds-first-its-kind-soofa-sign-samuel-adams-park', 'https://www.boston.gov/departments/broadband-and-cable/cable-options-boston', 'https://www.boston.gov/sites/default/files/file/2020/02/verizon-agreement.pdf', 'https://www.boston.gov/sites/default/files/embed/file/2018-01/crb_dialogue_support_document.pdf', 'https://www.boston.gov/departments/new-urban-mechanics', 'https://www.boston.gov/sites/default/files/embed/i/imagine-boston-executive_summary.pdf', 'https://www.boston.gov/sites/default/files/embed/b/bostonamazonhq2.58b66701.pdf', 'https://www.boston.gov/sites/default/files/embed/i/imagine-boston-next-steps.pdf']"
G25011000,['https://www.cambridgema.gov/departments/informationtechnology/strategicplan']
